0.26067455015196983,0, 1
0.0,626, 1
0.061463339112537874,577, 1
0.07147064602001096,525, 1
0.019674053674513248,609, 1
0.08236965255858364,508, 1
0.1930848638289614,215, 1
0.20588192305786002,153, 1
0.034374590002711036,604, 1
0.09597536390815087,473, 1
0.23353433737017149,14, 1
0.054700045116304996,589, 1
0.10081863243117306,429, 1
0.1564864888385985,301, 1
0.1656873323250203,285, 1
0.15601003522928825,313, 1
0.09951221912067343,452, 1
0.19115072947594036,241, 1
0.23706616603644437,1, 1
0.21108400301503938,60, 1
0.16175249206126507,290, 1
0.1406541229965259,343, 1
0.05266906656865811,598, 1
0.11729582154230933,415, 1
0.12685840917766245,381, 1
0.1428438226085984,317, 1
0.08913025173912104,488, 1
0.11173928815995604,417, 1
0.16861996278591673,244, 1
0.1965362263501138,177, 1
0.22150679192610023,22, 1
0.09299114868667979,481, 1
0.1913473292480934,228, 1
0.20704090956298393,73, 1
0.21997162258697966,56, 1
0.12989450046554996,345, 1
0.15170555442903277,316, 1
0.10355714179697662,421, 1
0.11799503058306904,383, 1
0.12976149627376,378, 1
0.2825368702475559,0, 2
0.07572422173589644,582, 2
0.20802011208797555,142, 2
0.04521276227905291,619, 2
0.04987777605343924,615, 2
0.20796306293490907,171, 2
0.17522379073853678,278, 2
0.22347667009116512,42, 2
0.21151417329616118,85, 2
0.10294599808431748,461, 2
0.2556558695524054,1, 2
0.17980487539987444,251, 2
0.1416659155489024,354, 2
0.15410395047137893,324, 2
0.22190564502579868,55, 2
0.2511169030768936,3, 2
0.20839090456318454,118, 2
0.1964142189203969,225, 2
0.025320565519103666,625, 2
0.057578706343685115,592, 2
0.12100569273958917,404, 2
0.13898708547805705,369, 2
0.09839416496952158,480, 2
0.16821929058752239,287, 2
0.15792288225515505,313, 2
0.19759758122517035,188, 2
0.10572864612836852,434, 2
0.027154394865983145,622, 2
0.14658346442207248,337, 2
0.20088806687873528,178, 2
0.11228296602890697,422, 2
0.15163908570196238,331, 2
0.09047459230845711,491, 2
0.12017482686862091,410, 2
0.23877096941786458,8, 2
0.1600852793192158,305, 2
0.021054989627439125,631, 2
0.13320390512793023,375, 2
0.0972004530663666,490, 2
0.21325190144146278,66, 2
0.24530428471492594,4, 2
0.11514838694133167,418, 2
0.19177790301341358,239, 2
0.16273113455194488,294, 2
0.12571716641104225,399, 2
0.19181129888955717,231, 2
0.13115977166307502,383, 2
0.08331955933213553,509, 2
0.23857049152013232,11, 2
0.12601191198419215,396, 2
0.10437784896020186,444, 2
0.13033651281576353,386, 2
0.22554981310640965,33, 2
0.1476092161988266,333, 2
0.16938650572284908,280, 2
0.21283709963955455,78, 2
0.20732905419258096,177, 2
0.12627208011942737,387, 2
0.0,638, 2
0.29338239685967826,0, 3
0.0837953862215367,544, 3
0.08852522360979709,527, 3
0.2087839023016811,120, 3
0.09189273664503783,494, 3
0.028714137642735782,626, 3
0.22623308206093384,39, 3
0.19791547375477547,202, 3
0.21263277989016927,106, 3
0.23148449913394753,33, 3
0.24692089753787316,5, 3
0.10850336780109282,436, 3
0.21420045353153394,94, 3
0.18497015474974865,255, 3
0.26108187192355337,1, 3
0.20265031224862973,188, 3
0.1714970550559436,282, 3
0.14449848735087722,364, 3
0.10440894749147178,467, 3
0.1877321557906545,253, 3
0.147372561495141,361, 3
0.18469447097481062,270, 3
0.12362745013673204,411, 3
0.036375888340568485,623, 3
0.06646000400170149,595, 3
0.19939718111677718,199, 3
0.16044683050830233,305, 3
0.2527829409513368,4, 3
0.20780297892709654,180, 3
0.14847469382095846,348, 3
0.2421178828884486,30, 3
0.17380330362047336,280, 3
0.194974129344469,234, 3
0.1486455392402648,339, 3
0.2173201924469783,71, 3
0.14404702092209265,370, 3
0.243763716060733,10, 3
0.09892270114741952,484, 3
0.21900977987846715,69, 3
0.21311392033865117,98, 3
0.15018845056795638,333, 3
0.11297968412727921,430, 3
0.16295359840421253,295, 3
0.054094697073082676,618, 3
0.10739117877248894,444, 3
0.24213038688055644,19, 3
0.12255927001485079,416, 3
0.1186947015215365,420, 3
0.16948686577772742,284, 3
0.18137290194843259,271, 3
0.13400103691362375,376, 3
0.10518413498956125,446, 3
0.1260674463147189,406, 3
0.24245898393340926,12, 3
0.2206202847532689,68, 3
0.22350005846379573,58, 3
0.1940498108130725,252, 3
0.021507890419836695,637, 3
0.02247478009232129,631, 3
0.1264247939913843,388, 3
0.18653020306370804,254, 3
0.05766248084882031,596, 3
0.22458031299218917,55, 3
0.21479852688404955,75, 3
0.1263372706668492,399, 3
0.13266306804049888,386, 3
0.10518413498956125,446, 3
0.2387114297722538,32, 3
0.16018999073606166,331, 3
0.11297968412727921,430, 3
0.0,639, 3
0.0,680, 4
0.010929289906319473,641, 4
0.2669950230071447,1, 4
0.09345811910415203,511, 4
0.03923107716947716,623, 4
0.01117353505391161,639, 4
0.18593855615058053,266, 4
0.063558289628726,603, 4
0.20568938422452787,197, 4
0.06696475667228552,598, 4
0.20963318960308064,148, 4
0.18178870274913017,273, 4
0.24078529939579485,35, 4
0.16350605505857563,321, 4
0.11506635394265474,441, 4
0.02247478009232129,635, 4
0.05894037365372906,620, 4
0.13591427635820863,384, 4
0.21480669546782982,79, 4
0.19544308594295878,248, 4
0.11189327632790724,455, 4
0.21331337810251316,102, 4
0.20318092711040425,232, 4
0.1292843851755905,397, 4
0.1526417811490236,335, 4
0.13277972468515253,392, 4
0.21646325507629993,77, 4
0.24222055195673808,24, 4
0.13747177622896767,379, 4
0.13800800753982223,376, 4
